Make,Type,Year,Origin,Options,Gear_Type,Mileage,Region,Price
Kia,Optima,2016,Saudi,Full,Automatic,161000,Dammam,68000
Toyota,Camry,2017,Saudi,Standard,Automatic,97000,Riyadh,68000
Toyota,Camry,2017,Saudi,Standard,Automatic,120000,Riyadh,62000
Toyota,Corolla,2018,Saudi,Standard,Automatic,54000,Dammam,55000
Nissan,KICKS,2019,Saudi,Full,Automatic,87000,Dammam,55000
GMC,Yukon,2011,Saudi,Standard,Automatic,334000,Riyadh,51000
Honda,Accord,2017,Gulf Arabic,Semi Full,Automatic,62847,Qassim,82000
Toyota,Corolla,2019,Saudi,Semi Full,Automatic,38000,Al-Medina,0
Toyota,Hilux,2015,Saudi,Full,Automatic,237,Al-Medina,0
Toyota,Camry,2017,Saudi,Full,Manual,87000,Al-Medina,0
Toyota,Furniture,2020,Saudi,Full,Automatic,20000,Riyadh,130000
Ford,Echo Sport,2020,Gulf Arabic,Standard,Automatic,4434,Dammam,59000
Nissan,Datsun,2013,Gulf Arabic,Standard,Manual,273778,Al-Ahsa,32000
Toyota,Land Cruiser,2020,Saudi,Standard,Automatic,560,Riyadh,190000
Genesis,Prestige,2015,Saudi,Full,Automatic,180000,Makkah,47500
GMC,Suburban,1994,Other,Full,Automatic,245000,Jeddah,0
Toyota,Land Cruiser,2004,Saudi,Standard,Manual,425000,Jazan,35000
Kia,Rio,2016,Saudi,Standard,Automatic,112000,Riyadh,0
Isuzu,D-MAX,2008,Saudi,Standard,Manual,570713,Riyadh,0
Land Rover,Defender,2021,Saudi,Full,Automatic,100,Jeddah,450000
INFINITI,FX,2009,Saudi,Full,Automatic,250000,Jeddah,35000
Hyundai,Accent,2021,Saudi,Standard,Automatic,6000,Riyadh,0
Toyota,Land Cruiser,2014,Saudi,Full,Automatic,200,Tabouk,0
GMC,Yukon,2009,Saudi,Full,Automatic,138000,Al-Baha,55000
Chevrolet,Tahoe,2012,Saudi,Full,Automatic,287928,Riyadh,58000
Kia,Cadenza,2016,Gulf Arabic,Full,Automatic,100,Tabouk,77000
Mitsubishi,Attrage,2018,Saudi,Standard,Automatic,80000,Jeddah,0
Mercedes,E,2014,Saudi,Standard,Automatic,145000,Riyadh,0
Nissan,Patrol,2016,Saudi,Full,Automatic,183000,Khobar,150000
Nissan,Patrol,2016,Saudi,Full,Automatic,139000,Riyadh,158000
Toyota,Camry,2008,Gulf Arabic,Semi Full,Automatic,4430000,Al-Ahsa,17500
GMC,Suburban,2005,Saudi,Semi Full,Automatic,400000,Riyadh,25000
Ford,Marquis,2009,Saudi,Semi Full,Automatic,300000,Riyadh,17000
Toyota,Land Cruiser Pickup,2014,Gulf Arabic,Full,Manual,99000,Aseer,85000
Hyundai,Sonata,2007,Other,Full,Automatic,196000,Al-Ahsa,16000
Nissan,Land Cruiser Pickup,2016,Saudi,Full,Manual,50000,Riyadh,85000
Nissan,Altima,2015,Other,Standard,Automatic,167000,Dammam,32000
Mercedes,POS24,1975,Saudi,Full,Manual,22552,Al-Medina,0
Mercedes,POS24,1982,Other,Standard,Manual,100000,Riyadh,0
Mercury,Grand Marquis,2008,Other,Full,Automatic,423000,Qassim,0
Lexus,LX,2012,Saudi,Full,Automatic,147000,Riyadh,170000
Kia,Cadenza,2018,Gulf Arabic,Semi Full,Automatic,81000,Dammam,70000
Maserati,Gamble,2015,Saudi,Full,Automatic,85000,Riyadh,0
Toyota,Land Cruiser Pickup,2013,Unknown,Full,Manual,270000,Aseer,0
Nissan,Datsun,2003,Saudi,Standard,Manual,400000,Jeddah,0
Volkswagen,Passat,2012,Other,Semi Full,Automatic,300,Al-Medina,0
Lexus,ES,2015,Gulf Arabic,Full,Automatic,158792,Taef,78000
Dodge,Durango,2012,Saudi,Full,Automatic,288000,Al-Medina,43000
Chevrolet,Silverado,2014,Gulf Arabic,Semi Full,Automatic,233,Dammam,75000
Ford,Expedition,2013,Saudi,Semi Full,Automatic,316,Jeddah,0
Chevrolet,Tahoe,2007,Other,Semi Full,Automatic,460000,Aseer,0
Jeep,Commander,2007,Other,Full,Automatic,350000,Al-Baha,0
Toyota,Land Cruiser,2017,Gulf Arabic,Full,Automatic,120000,Jeddah,225000
Ford,Expedition,2012,Saudi,Standard,Automatic,182000,Dammam,42500
Toyota,Prado,2010,Gulf Arabic,Semi Full,Manual,330000,Qassim,0
Lexus,LX,2018,Saudi,Full,Automatic,80000,Taef,0
Toyota,Furniture,2013,Saudi,Standard,Automatic,180000,Riyadh,45000
Cadillac,Escalade,2015,Saudi,Full,Automatic,88000,Jeddah,160000
Toyota,Hilux,2020,Saudi,Full,Manual,37000,Al-Ahsa,0
Toyota,Avalon,2008,Saudi,Standard,Automatic,320000,Riyadh,30000
Nissan,Datsun,2015,Saudi,Full,Manual,225,Riyadh,0
Toyota,Camry,2017,Saudi,Semi Full,Automatic,135000,Qassim,47000
Ford,Explorer,2006,Saudi,Standard,Automatic,200000,Riyadh,0
Geely,EC7,2015,Other,Standard,Manual,160000,Jeddah,14000
Chevrolet,Suburban,2005,Saudi,Semi Full,Automatic,350000,Qassim,0
Ford,Expedition,2014,Saudi,Semi Full,Automatic,210000,Riyadh,50000
Ford,Taurus,2016,Other,Semi Full,Automatic,125000,Yanbu,67000
Land Rover,Discovery,2016,Saudi,Full,Automatic,133,Jeddah,0
Mercedes,C,2016,Gulf Arabic,Full,Automatic,100500,Jeddah,120000
Nissan,Patrol,2004,Saudi,Standard,Manual,164000,Hail,0
Mazda,6,2017,Saudi,Standard,Automatic,243,Riyadh,0
Mercedes,GL,2012,Saudi,Full,Automatic,106000,Riyadh,71000
Toyota,Innova,2018,Saudi,Full,Automatic,149000,Dammam,68000
Nissan,Sentra,2015,Gulf Arabic,Standard,Automatic,17100,Jeddah,25000
Toyota,Ciocca,2016,Saudi,Full,Automatic,150000,Dammam,135000
Toyota,Yaris,2016,Saudi,Standard,Automatic,160,Al-Medina,26500
Nissan,Datsun,2016,Saudi,Full,Manual,33387,Riyadh,0
GMC,Yukon,2010,Saudi,Standard,Automatic,379538,Jeddah,65000
Honda,Odyssey,2015,Gulf Arabic,Semi Full,Automatic,100000,Dammam,57000
MG,360,2019,Saudi,Full,Automatic,24000,Jeddah,36000
Ford,Flex,2014,Saudi,Standard,Automatic,201000,Dammam,57000
Toyota,Innova,2014,Saudi,Semi Full,Automatic,141000,Dammam,55000
Hyundai,Sonata,2019,Saudi,Full,Automatic,33000,Dammam,85000
Ford,Taurus,2013,Saudi,Semi Full,Automatic,177000,Dammam,70000
Ford,Taurus,2018,Saudi,Standard,Automatic,69000,Dammam,82000
Kia,Optima,2018,Gulf Arabic,Full,Automatic,83000,Dammam,75000
Kia,Optima,2014,Saudi,Full,Automatic,113000,Dammam,51000
Nissan,VTC,2016,Saudi,Standard,Automatic,112000,Dammam,106000
Toyota,Land Cruiser,2015,Saudi,Semi Full,Automatic,212000,Dammam,145000
Toyota,Camry,2017,Saudi,Standard,Automatic,135000,Dammam,60000
Toyota,Camry,2014,Gulf Arabic,Standard,Automatic,199200,Dammam,48000
Hyundai,Accent,2019,Saudi,Standard,Automatic,98000,Jeddah,35000
GMC,Yukon,2011,Saudi,Standard,Automatic,156000,Dammam,47000
Toyota,Land Cruiser,2017,Saudi,Full,Automatic,106,Arar,0
Nissan,Patrol,2017,Saudi,Full,Automatic,12000,Jeddah,128000
GMC,Suburban,1990,Saudi,Semi Full,Automatic,140000,Aseer,5000
Ford,Expedition,2014,Saudi,Semi Full,Automatic,140000,Aseer,36000
GMC,Suburban,2004,Saudi,Semi Full,Automatic,135000,Aseer,18500
Chevrolet,Caprice,2002,Saudi,Full,Automatic,270000,Riyadh,0
Toyota,Corolla,2012,Other,Standard,Manual,150000,Taef,0
Dodge,Charger,2018,Saudi,Semi Full,Automatic,81000,Riyadh,125000
Land Rover,Range Rover,2008,Saudi,Full,Automatic,300000,Dammam,27000
Volkswagen,Tiguan,2012,Other,Full,Automatic,240000,Jeddah,25000
Hyundai,Azera,2018,Saudi,Semi Full,Automatic,210,Riyadh,0
Chrysler,S300,2015,Other,Semi Full,Automatic,106000,Jeddah,75000
Toyota,Hilux,2009,Saudi,Semi Full,Manual,426000,Aseer,32000
Other,Other,2020,Other,Standard,Manual,2848,Al-Baha,2000
Nissan,Patrol,2014,Saudi,Semi Full,Automatic,242000,Riyadh,0
Kia,Carnival,2009,Other,Semi Full,Automatic,176000,Jeddah,15000
Nissan,Patrol,2013,Saudi,Semi Full,Automatic,560000,Qassim,0
Dodge,Charger,2014,Saudi,Full,Automatic,178,Jeddah,50000
Hyundai,Azera,2018,Saudi,Semi Full,Automatic,1100000,Riyadh,80000
Toyota,FJ,2016,Gulf Arabic,Full,Automatic,140000,Hail,0
Toyota,Corolla,2016,Other,Standard,Automatic,114,Tabouk,35000
Ford,Explorer,2005,Saudi,Standard,Automatic,300000,Khobar,7000
Mitsubishi,Pajero,2007,Saudi,Semi Full,Manual,300,Qassim,0
Honda,Accord,2010,Other,Full,Automatic,205,Jeddah,30000
Hyundai,Azera,2021,Saudi,Standard,Automatic,10000,Jeddah,1800
Chevrolet,Tahoe,2013,Saudi,Semi Full,Automatic,372,Yanbu,0
Chevrolet,Cruze,2012,Other,Standard,Automatic,142000,Riyadh,0
Chevrolet,Tahoe,2019,Gulf Arabic,Semi Full,Automatic,32300,Aseer,168000
Toyota,Land Cruiser,2004,Saudi,Semi Full,Manual,540000,Hafar Al-Batin,0
Toyota,Land Cruiser,2009,Saudi,Standard,Automatic,319,Taef,75000
Toyota,Hilux,2020,Saudi,Full,Automatic,700,Riyadh,0
Toyota,Rush,2021,Saudi,Semi Full,Automatic,10000,Makkah,55000
Toyota,Camry,2016,Saudi,Full,Automatic,317250,Jubail,0
Hyundai,Sonata,2020,Unknown,Semi Full,Automatic,2396,Al-Medina,0
Jeep,Cherokee,2015,Saudi,Full,Automatic,20000,Jeddah,0
Toyota,Ciocca,2014,Saudi,Semi Full,Automatic,500000,Dammam,58000
Ford,Victoria,2011,Other,Semi Full,Automatic,230,Al-Ahsa,28000
Toyota,Land Cruiser Pickup,2016,Other,Semi Full,Manual,184,Riyadh,0
Hyundai,Senta fe,2015,Other,Full,Automatic,96000,Qassim,0
Isuzu,D-MAX,2019,Saudi,Full,Manual,40000,Abha,125000
Chevrolet,Aveo,2014,Other,Standard,Automatic,88000,Dammam,13000
Ford,Marquis,2004,Other,Semi Full,Automatic,200000,Al-Medina,0
Hyundai,Accent,2018,Saudi,Semi Full,Automatic,114969,Al-Jouf,30000
Toyota,Avanza,2016,Saudi,Standard,Automatic,115,Hafar Al-Batin,30000
Toyota,Camry,2005,Saudi,Standard,Manual,500000,Riyadh,0
Toyota,Land Cruiser Pickup,2014,Gulf Arabic,Full,Manual,182000,Dammam,0
Toyota,Camry,2016,Saudi,Standard,Automatic,230000,Hail,0
Nissan,Patrol,1999,Saudi,Semi Full,Manual,40000,Taef,0
Ford,Marquis,2009,Other,Full,Automatic,338000,Jeddah,18000
Nissan,Sunny,2010,Saudi,Standard,Manual,300008,Makkah,0
Toyota,Land Cruiser,2001,Saudi,Semi Full,Manual,300,Hail,0
Toyota,Camry,2017,Saudi,Full,Automatic,265,Riyadh,65000
Toyota,Avalon,2007,Gulf Arabic,Full,Automatic,2164,Jeddah,0
Nissan,X-Trail,2017,Saudi,Semi Full,Automatic,119000,Riyadh,51000
Ford,Expedition,2006,Saudi,Standard,Automatic,155000,Riyadh,20000
Kia,Cerato,2017,Saudi,Standard,Automatic,132700,Dammam,29000
Nissan,Patrol,2015,Other,Standard,Manual,335000,Hail,0
Ford,Marquis,1999,Other,Standard,Automatic,300000,Al-Ahsa,0
Lexus,ES,2013,Saudi,Semi Full,Automatic,200000,Riyadh,75000
Mercedes,E,1993,Gulf Arabic,Full,Automatic,217396,Jeddah,35000
GMC,Yukon,2007,Saudi,Semi Full,Automatic,350,Taef,0
Ford,Marquis,2009,Other,Full,Automatic,244000,Yanbu,0
Geely,Emgrand,2019,Saudi,Full,Automatic,43000,Riyadh,45000
Honda,Accord,1997,Other,Full,Automatic,34600,Riyadh,0
Lincoln,Town Car,1999,Other,Full,Automatic,343,Jeddah,0
Chrysler,C300,2013,Saudi,Full,Automatic,210,Riyadh,48000
Jeep,Grand Cherokee,2021,Saudi,Semi Full,Automatic,100,Jeddah,0
Nissan,Datsun,2012,Saudi,Semi Full,Manual,150,Riyadh,0
HAVAL,H9,2020,Saudi,Full,Automatic,18000,Dammam,100000
Lexus,LX,2020,Gulf Arabic,Full,Automatic,37000,Riyadh,0
Chevrolet,Suburban,2009,Other,Full,Automatic,190000,Riyadh,0
Nissan,Altima,2016,Saudi,Standard,Automatic,111000,Riyadh,48000
Toyota,Furniture,2020,Saudi,Semi Full,Automatic,55000,Dammam,123000
Mercedes,S,2020,Saudi,Full,Automatic,23000,Riyadh,0
Toyota,Camry,2017,Gulf Arabic,Semi Full,Automatic,120500,Dammam,50000
Chevrolet,Suburban,2007,Saudi,Full,Automatic,226853,Al-Ahsa,0
Hyundai,Sonata,2016,Saudi,Full,Automatic,140000,Dammam,56000
Nissan,Sunny,2016,Saudi,Semi Full,Automatic,76000,Dammam,0
Hyundai,Elantra,2015,Saudi,Full,Automatic,112000,Arar,32000
Toyota,Camry,2009,Saudi,Standard,Automatic,300000,Abha,24000
Chevrolet,Tahoe,2019,Saudi,Standard,Automatic,55700,Riyadh,0
Kia,Rio,2019,Saudi,Standard,Automatic,65000,Dammam,35000
Dodge,Nitro,2011,Saudi,Semi Full,Automatic,346410,Riyadh,15000
Toyota,Camry,2010,Saudi,Semi Full,Manual,300,Aseer,0
Chrysler,C300,2019,Saudi,Full,Automatic,80000,Jeddah,0
Chevrolet,Traverse,2012,Gulf Arabic,Full,Automatic,176000,Jubail,40000
Toyota,Prado,2009,Saudi,Semi Full,Automatic,194000,Jeddah,0
Land Rover,Range Rover,2014,Saudi,Full,Automatic,125000,Riyadh,0
Toyota,Camry,2000,Saudi,Standard,Manual,750000,Besha,0
Toyota,Land Cruiser,2015,Saudi,Full,Automatic,87300,Dammam,175000
Chevrolet,Optra,2006,Saudi,Standard,Automatic,241000,Al-Medina,12000
Toyota,FJ,2014,Saudi,Semi Full,Automatic,237000,Jubail,85000
Hyundai,Accent,2017,Saudi,Standard,Automatic,204000,Riyadh,23000
Toyota,Hilux,2016,Saudi,Full,Manual,89000,Yanbu,0
Chrysler,C300,2016,Saudi,Full,Automatic,110000,Hafar Al-Batin,0
Chevrolet,Malibu,2014,Saudi,Full,Automatic,145000,Riyadh,46000
Nissan,Sunny,2017,Saudi,Standard,Automatic,106475,Riyadh,21500
Toyota,Innova,2016,Saudi,Semi Full,Automatic,330,Hafar Al-Batin,46000
Chevrolet,Trailblazer,2013,Saudi,Standard,Automatic,106000,Riyadh,38500
BMW,X,2011,Other,Full,Automatic,290,Riyadh,48000
Nissan,VTC,2016,Saudi,Semi Full,Manual,136000,Besha,0
Lexus,ES,2013,Saudi,Full,Automatic,326000,Jeddah,0
Dodge,Charger,2018,Saudi,Full,Automatic,160000,Aseer,2700
GMC,Sierra,2015,Saudi,Full,Automatic,222000,Riyadh,0
Ford,Taurus,2017,Saudi,Semi Full,Automatic,116000,Qassim,75000
Kia,Cerato,2020,Saudi,Standard,Automatic,31700,Makkah,1500
Toyota,Land Cruiser,2002,Other,Full,Manual,450000,Hail,0
Toyota,Yaris,2014,Saudi,Full,Automatic,375000,Riyadh,24000
Hyundai,Elantra,2015,Saudi,Standard,Automatic,157000,Tabouk,0
Nissan,Datsun,2016,Gulf Arabic,Full,Manual,188,Hail,33000
Honda,Accord,2007,Saudi,Semi Full,Automatic,45000,Makkah,0
Cadillac,Escalade,2004,Saudi,Full,Automatic,300000,Riyadh,30000
Toyota,Hilux,2016,Saudi,Semi Full,Manual,121,Al-Medina,60500
Chevrolet,Suburban,1995,Other,Full,Automatic,200,Taef,0
Chevrolet,Suburban,2016,Saudi,Semi Full,Automatic,171000,Makkah,0
Kia,Sedona,2016,Other,Semi Full,Automatic,118000,Jeddah,65000
Kia,Optima,2014,Gulf Arabic,Full,Automatic,215000,Jeddah,40000
Toyota,Camry,2005,Saudi,Semi Full,Manual,570,Aseer,0
Toyota,Land Cruiser 70,2013,Gulf Arabic,Semi Full,Manual,150,Tabouk,0
GMC,Suburban,1999,Saudi,Full,Automatic,220000,Taef,0
GMC,Yukon,2007,Saudi,Standard,Automatic,262,Riyadh,30000
GMC,Acadia,2008,Saudi,Full,Automatic,220000,Riyadh,20000
Chevrolet,Camaro,2013,Gulf Arabic,Full,Automatic,243,Riyadh,55000
Toyota,FJ,2011,Other,Standard,Manual,287,Riyadh,0
Nissan,Datsun,2015,Saudi,Full,Manual,116,Jeddah,0
Ford,Marquis,2010,Other,Full,Automatic,360,Al-Medina,29000
Chevrolet,Tahoe,2015,Saudi,Standard,Automatic,250000,Yanbu,95000
Nissan,Navara,2011,Saudi,Semi Full,Manual,90000,Riyadh,0
Lexus,LX,2016,Saudi,Full,Automatic,217,Riyadh,0
Ford,Focus,2012,Saudi,Standard,Automatic,181,Riyadh,15000
Toyota,Land Cruiser,2018,Saudi,Full,Automatic,58000,Aseer,0
GMC,Sierra,2016,Saudi,Standard,Automatic,153000,Aseer,0
Lexus,ES,2016,Other,Full,Automatic,100000,Aseer,128000
Ford,Fusion,2015,Saudi,Semi Full,Automatic,178000,Hail,30000
Toyota,Hilux,2019,Gulf Arabic,Full,Automatic,32595,Riyadh,105000
Mercedes,SEL,1986,Saudi,Full,Automatic,120000,Jeddah,0
Renault,Fluence,2013,Saudi,Full,Manual,240000,Riyadh,0
HAVAL,H6,2020,Saudi,Full,Automatic,16000,Riyadh,79000
Lexus,ES,2020,Saudi,Full,Automatic,33000,Riyadh,210000
Hyundai,Elantra,2016,Saudi,Standard,Automatic,230000,Taef,0
Toyota,Land Cruiser,2019,Saudi,Full,Automatic,110000,Qassim,250000
MG,RX5,2020,Saudi,Full,Automatic,4500,Abha,65000
Chevrolet,Malibu,2018,Saudi,Standard,Automatic,135000,Qassim,46500
Hyundai,Sonata,2011,Saudi,Semi Full,Automatic,29000,Riyadh,23000
Chevrolet,Optra,2005,Other,Semi Full,Manual,300,Hafar Al-Batin,0
Volkswagen,Tiguan,2012,Unknown,Full,Automatic,170000,Jeddah,21000
Toyota,Hilux,1998,Saudi,Standard,Manual,250000,Abha,0
Lexus,LS,1998,Other,Full,Automatic,400,Abha,0
Ford,Explorer,2006,Other,Full,Automatic,280,Jazan,0
Toyota,Ciocca,2015,Saudi,Full,Automatic,285000,Aseer,155000
Ford,Expedition,2012,Saudi,Full,Manual,304,Al-Ahsa,38000
Toyota,Ciocca,2009,Saudi,Semi Full,Automatic,300000,Jeddah,0
Chevrolet,Suburban,1999,Saudi,Semi Full,Automatic,400000,Al-Ahsa,0
Toyota,Camry,1995,Saudi,Full,Manual,300,Al-Ahsa,12000
Toyota,Land Cruiser,2006,Saudi,Semi Full,Automatic,69000,Abha,0
GMC,Acadia,2008,Saudi,Standard,Automatic,260000,Riyadh,0
Porsche,Cayenne Turbo GTS,2013,Saudi,Full,Automatic,148000,Riyadh,115000
Toyota,Corolla,2020,Saudi,Semi Full,Automatic,14000,Riyadh,1013
Mercedes,C,2019,Saudi,Full,Automatic,28000,Riyadh,0
Hyundai,Azera,2015,Saudi,Semi Full,Automatic,222306,Riyadh,38000
Ford,Mustang,2010,Saudi,Semi Full,Manual,169000,Riyadh,50000
Hyundai,Tucson,2018,Saudi,Semi Full,Automatic,27900,Riyadh,72000
Nissan,Sunny,2019,Saudi,Standard,Automatic,77000,Dammam,28500
Hyundai,Accent,2019,Saudi,Standard,Automatic,76600,Dammam,40000
Toyota,Hilux,2020,Saudi,Full,Manual,54000,Riyadh,0
Jeep,Wrangler,2014,Saudi,Standard,Automatic,77000,Riyadh,0
Ford,Fusion,2014,Saudi,Standard,Automatic,167000,Jeddah,35000
Honda,Civic,2016,Saudi,Full,Automatic,68800,Jeddah,55000
Toyota,Corolla,2013,Saudi,Standard,Manual,277000,Taef,0
Audi,A8,2012,Other,Full,Automatic,68000,Riyadh,0
Mercedes,GL,2014,Saudi,Full,Manual,130000,Riyadh,0
Toyota,Hilux,2017,Saudi,Full,Manual,136836,Tabouk,0
Lexus,LX,2007,Saudi,Full,Automatic,590,Taef,50000
Mercedes,GL,2013,Saudi,Full,Automatic,147000,Makkah,160000
Kia,Carnival,2016,Saudi,Semi Full,Automatic,180,Jeddah,38000
Toyota,Land Cruiser,2015,Saudi,Full,Automatic,213000,Al-Jouf,0
Ford,Edge,2010,Saudi,Full,Automatic,300000,Makkah,0
Kia,Sorento,2010,Saudi,Semi Full,Automatic,213000,Jeddah,22000
Ford,Taurus,2017,Saudi,Semi Full,Automatic,89000,Riyadh,75000
Hyundai,Senta fe,2016,Saudi,Standard,Automatic,85000,Al-Medina,0
Toyota,Camry,2016,Gulf Arabic,Standard,Automatic,117000,Qassim,60000
Nissan,Sunny,2016,Gulf Arabic,Standard,Automatic,158000,Qassim,23000
Volkswagen,Jetta,2015,Saudi,Full,Automatic,295000,Jeddah,0
Toyota,Prado,2016,Gulf Arabic,Full,Automatic,122000,Dammam,0
Hyundai,Senta fe,2015,Saudi,Full,Automatic,337946,Hafar Al-Batin,45000
Mitsubishi,L200,2015,Saudi,Standard,Manual,103000,Jeddah,30000
Hyundai,Elantra,2021,Other,Full,Automatic,3000,Riyadh,90000
Toyota,Hilux,2009,Saudi,Full,Manual,400,Dammam,32000
Toyota,Innova,2014,Saudi,Semi Full,Automatic,160000,Riyadh,0
Toyota,Land Cruiser,2006,Gulf Arabic,Full,Manual,38000,Al-Ahsa,0
Honda,City,2016,Gulf Arabic,Full,Automatic,51000,Riyadh,43000
Toyota,Furniture,2015,Saudi,Standard,Manual,275000,Riyadh,0
GMC,Acadia,2014,Saudi,Semi Full,Automatic,226000,Jeddah,0
Hyundai,Accent,2019,Saudi,Standard,Automatic,107000,Riyadh,35000
Chevrolet,Tahoe,2011,Saudi,Semi Full,Automatic,188000,Riyadh,53000
Suzuki,Other,2007,Saudi,Standard,Manual,89000,Dammam,0
HAVAL,H6,2020,Saudi,Full,Automatic,16000,Riyadh,72000
Honda,Accord,2007,Saudi,Full,Automatic,470000,Makkah,15000
Toyota,Hilux,2020,Saudi,Full,Automatic,1850,Arar,0
Ford,Victoria,2001,Gulf Arabic,Semi Full,Automatic,35000,Al-Baha,0
Mercedes,S,2014,Gulf Arabic,Full,Automatic,49000,Riyadh,250000
GMC,Sierra,2017,Saudi,Full,Automatic,160000,Riyadh,100000
Hyundai,Elantra,2017,Saudi,Standard,Automatic,125000,Dammam,0
Land Rover,Range Rover,2009,Saudi,Full,Automatic,195000,Riyadh,0
Dodge,Durango,2019,Saudi,Full,Automatic,95000,Riyadh,2820
Hyundai,Elantra,2006,Saudi,Full,Automatic,10000,Dammam,7000
Toyota,Camry,2001,Saudi,Semi Full,Automatic,150000,Taef,15000
Chevrolet,Tahoe,2017,Saudi,Full,Automatic,83000,Al-Baha,135000
Toyota,Camry,2001,Other,Semi Full,Manual,490,Aseer,19000
Cadillac,CT-S,2009,Saudi,Full,Automatic,222,Najran,0
Nissan,Navara,2015,Saudi,Standard,Manual,119000,Abha,37000
Ford,Expedition,2014,Saudi,Standard,Automatic,151000,Riyadh,70000
Hyundai,Accent,2016,Saudi,Semi Full,Automatic,400,Riyadh,0
Ford,Expedition,2014,Saudi,Standard,Automatic,190700,Riyadh,59000
GMC,Sierra,2015,Saudi,Full,Automatic,86500,Riyadh,98000
Toyota,Camry,2020,Saudi,Semi Full,Automatic,30000,Najran,0
Ford,Expedition,2014,Saudi,Semi Full,Automatic,180000,Dammam,70000
Toyota,Land Cruiser 70,2003,Saudi,Standard,Manual,230000,Riyadh,69000
Ford,Expedition,2012,Saudi,Standard,Automatic,195000,Riyadh,45000
Chrysler,SRT,2015,Saudi,Full,Automatic,200,Hafar Al-Batin,115000
Nissan,Pathfinder,2014,Saudi,Semi Full,Automatic,119000,Hafar Al-Batin,40000
Toyota,Hilux,2015,Saudi,Full,Manual,260000,Aseer,0
Dodge,Charger,2012,Saudi,Standard,Automatic,243000,Dammam,30000
Ford,Expedition,2014,Saudi,Full,Automatic,116000,Riyadh,50000
Kia,Carnival,2016,Saudi,Semi Full,Automatic,161000,Dammam,0
Honda,Accord,2010,Saudi,Standard,Automatic,166000,Jazan,0
Kia,Rio,2013,Saudi,Standard,Automatic,300000,Jubail,19000
Toyota,Land Cruiser,2016,Gulf Arabic,Semi Full,Automatic,121,Aseer,0
Mercedes,C,2016,Saudi,Standard,Automatic,82000,Jeddah,0
Toyota,Furniture,2012,Saudi,Full,Automatic,213,Taef,58000
Honda,Odyssey,1999,Saudi,Full,Automatic,300000,Jeddah,0
Ford,Flex,2015,Saudi,Full,Automatic,127000,Riyadh,0
Kia,Rio,2019,Saudi,Standard,Automatic,100,Riyadh,32500
Ford,Expedition,2015,Other,Semi Full,Automatic,115000,Hafar Al-Batin,75000
Ford,Expedition,2007,Gulf Arabic,Standard,Automatic,315,Riyadh,0
Chevrolet,Malibu,2013,Saudi,Semi Full,Automatic,260,Riyadh,22500
Toyota,Prado,2017,Gulf Arabic,Full,Automatic,140000,Al-Ahsa,125000
Lexus,LX,2016,Saudi,Full,Automatic,150000,Riyadh,0
Ford,Victoria,2010,Saudi,Full,Automatic,229,Khobar,0
Volkswagen,Passat,2015,Saudi,Semi Full,Automatic,143000,Makkah,36000
Volkswagen,Bora,2004,Other,Full,Automatic,150000,Riyadh,0
MG,HS,2020,Saudi,Full,Automatic,12000,Jeddah,80000
Ford,Taurus,2016,Saudi,Standard,Automatic,170000,Tabouk,0
Ford,Expedition,2005,Saudi,Full,Automatic,3005,Najran,0
Toyota,Hiace,2016,Saudi,Standard,Manual,208268,Makkah,0
Ford,Edge,2008,Saudi,Standard,Automatic,380,Qassim,0
Toyota,Land Cruiser Pickup,2013,Gulf Arabic,Semi Full,Manual,209000,Riyadh,0
Toyota,Land Cruiser,2013,Saudi,Full,Automatic,260,Aseer,0
Hyundai,Sonata,2016,Other,Semi Full,Automatic,180000,Jeddah,55000
Suzuki,D'max,2001,Other,Full,Manual,1000,Jeddah,7000
GMC,Sierra,2011,Saudi,Standard,Automatic,400,Dammam,0
GMC,Suburban,1995,Saudi,Standard,Automatic,223000,Jubail,0
Cadillac,CT-S,2019,Saudi,Semi Full,Automatic,43000,Dammam,135000
Ford,Marquis,2008,Saudi,Semi Full,Automatic,2500,Abha,0
Hyundai,Elantra,2016,Saudi,Semi Full,Automatic,180700,Aseer,0
Ford,F150,2011,Saudi,Standard,Automatic,133000,Dammam,33000
Toyota,Furniture,2009,Saudi,Standard,Manual,335000,Aseer,0
Toyota,Cressida,1994,Saudi,Standard,Manual,277000,Al-Medina,11000
Hyundai,Sonata,2015,Saudi,Full,Automatic,173000,Riyadh,43000
Hyundai,Azera,2008,Saudi,Semi Full,Automatic,407767,Dammam,17000
Toyota,Hilux,2020,Saudi,Full,Manual,34000,Aseer,120000
Mercedes,SLK,2013,Gulf Arabic,Full,Automatic,100000,Riyadh,0
Toyota,Corolla,2018,Saudi,Standard,Automatic,212000,Riyadh,46000
Toyota,Camry,2012,Saudi,Full,Automatic,265000,Qassim,32000
Nissan,Armada,2010,Saudi,Full,Automatic,133809,Dammam,60000
Tata,Dyna,2006,Other,Standard,Manual,47000,Jeddah,0
Toyota,Land Cruiser,2007,Saudi,Standard,Automatic,300000,Taef,30000
Toyota,Land Cruiser,2015,Saudi,Full,Manual,136000,Riyadh,140000
Chevrolet,Camaro,2010,Saudi,Full,Automatic,258,Tabouk,0
Kia,Sportage,2016,Saudi,Full,Automatic,193000,Makkah,0
GMC,Yukon,2009,Saudi,Standard,Automatic,350000,Riyadh,38000
